9901,3
0.000456769,-0.0032653,-0.000355102,
0.00147921,-0.000756835,-0.00464754,
0.00184011,0.000166445,-0.00617013,
0.00151245,6.05704e-005,-0.00645776,
0.000645444,-0.00180352,-0.00502004,
-0.000740001,-0.00382102,-0.00429743,
-0.00129973,-0.00448664,-0.00527515,
-0.0013676,-0.00398472,-0.00596223,
-0.00156518,-0.00240747,-0.0071754,
-0.00160659,-0.0016689,-0.00784822,
-0.00229172,-0.00130949,-0.00790066,
-0.00333299,-0.000750259,-0.00879654,
-0.00387441,-0.000727727,-0.0110928,
-0.00410956,8.10631e-005,-0.012723,
-0.00415913,0.00223616,-0.0129286,
-0.00292914,0.00438394,-0.0125825,
-0.00167912,0.00547976,-0.0122184,
-0.00281808,0.00810414,-0.0111284,
-0.00426905,0.0102251,-0.0105081,
-0.00532604,0.0133562,-0.00878447,
-0.00665539,0.0166401,-0.00664639,
-0.00709471,0.0173934,-0.00551094,
-0.00708949,0.01688,-0.00454143,
-0.00718206,0.0165622,-0.00412177,
-0.00742003,0.016454,-0.00398851,
-0.0072905,0.0166033,-0.004188,
-0.00733847,0.0170091,-0.00455511,
-0.00743613,0.0169154,-0.00420208,
-0.00735549,0.016486,-0.00337578,
-0.00766588,0.0153558,-0.00239532,
-0.00792407,0.013844,-0.00196189,
-0.0083889,0.0128302,-0.00186911,
-0.0087883,0.012581,-0.00190168,
-0.00917175,0.0117617,-0.00183,
-0.0100857,0.0112025,-0.00162814,
-0.0106423,0.0106492,-0.00130034,
-0.0107778,0.0107875,-0.000837377,
-0.0106125,0.0118473,-8.04002e-005,
-0.0107214,0.0117804,0.000940376,
-0.0108137,0.0110741,0.00177144,
-0.01095,0.0101724,0.00206063,
-0.0108361,0.00974882,0.0018776,
-0.0102318,0.0101485,0.00176275,
-0.00967873,0.0106602,0.00191939,
-0.00928686,0.0111783,0.00188949,
-0.00857134,0.0117672,0.00190184,
-0.00822445,0.0121105,0.00222022,
-0.0078639,0.0124411,0.00222505,
-0.00759184,0.01297,0.00218103,
-0.00727936,0.0134629,0.001776,
-0.00724803,0.0139954,0.00148088,
-0.00726336,0.0142246,0.00149493,
-0.00709203,0.0147592,0.00134399,
-0.00660044,0.015457,0.000833121,
-0.00654381,0.0161969,5.96154e-006,
-0.00651274,0.0167827,-0.000164224,
-0.00651122,0.0175196,-4.49469e-005,
-0.00639704,0.0180432,-0.000497515,
-0.00601312,0.0182202,-0.00116356,
-0.00622711,0.0177494,-0.00205497,
-0.00639437,0.0167757,-0.0028548,
-0.00659519,0.0157258,-0.00340788,
-0.00689855,0.0145144,-0.00358937,
-0.00745529,0.0138063,-0.00409479,
-0.00722241,0.0127925,-0.00495967,
-0.00669046,0.0116048,-0.00552724,
-0.00638079,0.0107402,-0.00632568,
-0.00584866,0.010639,-0.00662642,
-0.00529065,0.0105148,-0.00672713,
-0.00478563,0.0105445,-0.00635683,
-0.00437644,0.0105443,-0.0057697,
