6400,7
-0.00607438,0.000225273,-0.00517917,0.0216968,-3.8357e-05,0.000386461,-0.00170787,
-0.0148017,-0.00580902,0.000606536,0.0226664,-0.0123198,0.00507524,-0.00256212,
-0.0137287,-0.00917908,0.0148866,0.0176895,-0.0309629,0.00793268,-0.00230511,
-0.0138266,0.00523796,0.00352992,0.030726,-0.0146817,0.00271875,0.00981181,
-0.00487986,0.00334217,0.0156512,0.00208604,-0.0130634,-0.0025516,0.00414307,
-0.000417878,0.00367411,0.00989532,0.0158873,0.00238604,0.0107601,-0.00777571,
0.00119847,0.00404798,0.00457735,0.0262529,0.00927371,-0.00190759,-0.00476154,
0.00024041,0.00707335,0.000379947,0.0216821,0.0160145,-0.00676572,0.00116306,
-0.00478035,0.00485735,-0.00864402,0.00222946,0.00281646,-0.0124123,-0.00239907,
-0.00566273,0.0139213,-0.0118378,0.00855124,-0.00720192,-0.00643805,0.000907724,
-0.00797444,0.0185753,-0.00852926,0.0115313,-0.00680627,0.00462787,0.00997168,
-0.00658683,0.0195653,-0.0171537,-0.00969701,-0.0115753,0.00460367,-0.0232968,
-0.0108958,0.0180562,0.00101145,-0.0178747,-0.00366807,0.0189009,-0.0258527,
-0.0136825,0.012729,0.00370389,-0.0293958,0.0057194,0.0158414,-0.00963598,
-0.0118639,0.00897728,0.00749725,-0.0274238,0.000152613,0.0106521,0.0146926,
-0.00968956,0.00957705,0.0151074,-0.012422,0.00219466,0.00356018,0.0168439,
-0.00733529,0.010521,0.0180167,-0.00390668,0.00387836,0.00602635,0.0171444,
-0.00512096,0.0139074,0.0217694,-0.000841928,0.00104144,0.00400646,0.0158813,
0.00348405,0.02071,0.0156643,-0.00030128,-0.0103996,0.0062997,0.00173067,
0.0101647,0.0245441,0.01247,-0.0053906,-0.00843854,0.00543382,-0.00160709,
0.0124256,0.0178233,0.0125395,0.00750698,0.0035786,-0.00546038,-0.00310909,
0.0106861,0.0179391,0.0204834,0.017723,0.00590332,0.0074012,-0.00454267,
0.00979561,0.0127153,0.0283741,0.00854764,-0.0034511,0.014699,-0.0112731,
0.00805871,0.0130255,0.0263418,-0.0101167,-0.0123727,0.000187712,0.00272632,
0.00793071,0.0146377,0.018478,-0.0111898,-0.0141202,0.00331326,-0.00640207,
0.0071463,0.011543,0.00845829,-0.0087037,-0.0130684,-0.00260315,0.00475178,
0.0040711,0.00947389,0.00293206,-0.00547569,-0.0130879,-0.0268501,0.00526994,
0.006121,0.0135179,-0.00520483,-0.00401976,-0.00777297,-0.016361,0.00177497,
0.00856551,0.0189671,-0.00476133,0.000209349,0.0011773,-0.00899556,0.00495332,
0.010092,0.017399,-0.00534959,-0.018893,-0.00432282,-0.0176229,0.00315729,
0.0114482,0.0177864,-0.00815707,-0.019383,-0.00442499,-0.00557002,0.00195709,
0.0150374,0.0173556,-0.00450624,-0.0258588,-0.00303297,-0.00603932,-0.00282248,
0.0178527,0.0151367,-0.00347295,-0.00207813,0.0038492,-0.0128225,0.00166201,
0.022313,0.0167982,0.00475655,-0.0109227,-0.00183773,-0.00963715,-0.00144121,
0.0201458,0.0179497,0.00148232,-0.016272,-0.00826132,-0.00873141,0.00117516,
0.0131674,0.0209514,0.00528172,-0.00590784,-0.000855804,-0.00694213,-0.00332462,
0.00786091,0.0171905,0.0140095,-0.00345718,0.00178364,0.00117051,-0.00582792,
0.000528733,0.0197288,0.0184574,-0.0152875,0.002238,-0.00889919,-0.00421956,
-0.000258141,0.0224811,0.015558,-0.0223022,0.012139,-0.00207175,0.00575106,
-0.00317245,0.0191485,0.00743921,-0.01431,0.00367326,-0.00330407,0.00129543,
0.00433871,0.0227398,-0.00322222,0.00697564,-0.00592169,0.00747015,-0.00255651,
0.00043114,0.0243854,0.00187576,0.000678473,-0.00927759,0.000557493,0.00127828,
0.000660406,0.0270848,0.00454651,0.00704841,-0.0103533,0.00896363,0.00698331,
-0.00140297,0.0268829,0.00298931,0.00923813,-0.0150746,0.00526767,0.00614389,
