0,1,7,1014.78,-285.244,982.022,-240.537,287.593,56.9782,24.5826,
1,1,7,538.474,-15.1439,-574.352,180.661,-227.231,-34.4526,-22.9171,
2,1,7,649.144,314.696,-513.076,572.876,-73.951,22.2825,14.6474,
3,1,7,527.973,371.8,81.8014,-241.305,-107.013,-23.7842,-21.1069,
4,1,7,541.584,416.475,219.894,-49.6834,108.661,16.3938,22.2968,
5,1,7,-310.739,-267.18,960.363,-176.271,136.786,2.11076,-14.1171,
6,1,7,2381.61,383.797,49.1265,-331.582,101.339,45.6651,12.6433,
7,1,7,3047.68,229.499,-426.993,-200.499,85.0312,-14.5244,9.13789,
8,1,7,2425.81,-148.66,-92.12,-256.781,28.9407,-13.6902,-43.0632,
9,1,7,1768.48,-337.476,254.356,259.085,-181.414,-9.06801,27.9396,
10,1,7,-3167.92,-1218.6,23.4326,136.619,-304.077,-17.0646,-128.415,
11,1,7,-3113.03,-1308.7,311.615,-182.409,-118.843,-227.815,-7.93741,
12,1,7,-3087.26,-1325.61,-1.25377,34.183,-79.4928,-99.033,159.047,
13,1,7,-3068.08,-1360.3,62.0456,38.9065,270.422,127.925,-4.01475,
14,1,7,-3068.08,-1472.16,117.594,66.2096,57.0353,145.625,-53.7659,
15,1,7,-3058.51,-1034.81,152.922,39.8002,186.036,39.1826,53.6819,
16,1,7,-2735.95,-317.778,-893.198,-78.0141,-64.3315,-81.5384,-52.0748,
17,1,7,-3013.02,-330.33,-379.08,-374.002,183.834,-25.3714,-53.2781,
18,1,7,-3061.4,-995.292,33.5379,3.39416,-97.1218,1.73234,184.283,
19,1,7,-3079.4,-1146.49,87.8879,117.898,-69.5878,82.2968,-130.661,
20,1,7,16.4669,-1376.38,-438.309,-168.55,109.412,71.3194,12.1113,
21,1,7,-45.1661,-1370.9,-97.1281,-199.527,-35.2158,165.092,88.9303,
22,1,7,55.2153,-1430.68,-198.222,-157.592,-33.0845,-129.872,50.7947,
23,1,7,185.525,-1496.39,-199.803,334.244,-6.51492,-52.5626,-90.6169,
24,1,7,-74.0289,-1552.75,-100.474,-71.2881,193.131,-132.743,-273.623,
25,1,7,98.9989,-1730.96,-200.45,-23.4855,-245.153,73.0295,213.522,
26,1,7,31.2625,-1815,340.707,124.892,170.565,33.7986,-52.1142,
27,1,7,-210.504,-1602.77,59.366,138.427,64.8526,-2.68119,144.561,
